koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_srad
CANDIDATE,0,0,0,0,1.302017467,131.93696,0.286,1.3692,290.5,1.37,1344,21.4,1,0.816
CONFIRMED,0,0,0,0,8.63050092,139.57438,0.595,3.144,325.8,1.43,739,14.9,1,0.764
FALSE POSITIVE,0,0,1,0,12.49117388,136.31491,0.747,2.848,189.9,1.36,763,17,1,0.911
CONFIRMED,0,0,0,0,3.27645723,131.97924,0.001,2.219,323,1.71,1195,17.9,1,0.963
CANDIDATE,0,0,0,0,16.0573291,132.39054,0.883,3.546,575,2.27,645,17.5,1,0.806
FALSE POSITIVE,0,0,1,0,8.44326557,136.26748,0.42,3.353,359.5,1.97,934,19,1,1.023
CANDIDATE,0,0,0,0,4.60300256,133.22313,0.072,2.6848,302.5,1.32,848,22.2,2,0.788
FALSE POSITIVE,0,0,1,0,16.9329284,132.15407,0.319,1.218,488.3,2.46,793,20.4,1,1.095
CANDIDATE,0,0,0,0,1.169010526,131.738567,1.13,1.1717,165.9,91.91,3766,37.1,1,5.847
CONFIRMED,0,0,0,0,1.916940872,132.46734,0.405,1.4243,105.1,0.89,1246,17.7,1,0.872
CANDIDATE,0,0,0,0,5.05661302,134.39648,0.616,3.926,137.9,1.15,1049,17.6,1,0.939
FALSE POSITIVE,0,0,1,1,2.17489806,134.11887,0.76,4.599,74.8,1.08,1496,29.3,1,1.15
CONFIRMED,0,0,0,0,28.6253502,158.11827,0.021,4.551,652.7,2.38,573,18.3,1,0.941
FALSE POSITIVE,0,0,1,0,1.319677953,132.06143,0.62,1.978,100.7,1.13,1843,17.4,1,1.076
CANDIDATE,0,0,0,0,8.94337724,137.30234,0.163,2.469,215.1,1.48,946,18.4,1,1.005
CANDIDATE,0,0,0,0,0.827151296,132.07927,0.281,1.385,272.4,19.1,5171,8.1,1,11.895
CONFIRMED,0,0,0,0,12.28299829,170.39809,0.047,2.7096,2794.7,2.83,431,137.2,1,0.537
CANDIDATE,0,0,0,0,6.383159135,170.604622,0.197,1.7504,2313.2,2.73,530,64.4,1,0.576
CONFIRMED,0,0,0,0,115.6863392,246.98666,0.226,4.65,945.9,3.52,401,20.7,1,1.149
CONFIRMED,0,0,0,0,3.81371423,132.57465,0.306,1.973,281,1.37,1029,11.4,1,0.82
CANDIDATE,0,0,0,0,38.0970717,140.00353,0.953,4.307,913.3,1.58,242,17,1,0.398
FALSE POSITIVE,0,1,1,1,2.637574744,134.212775,0.909,5.4573,5423.5,9.16,1385,222.8,1,1.03
CANDIDATE,0,0,0,0,38.2292037,166.01191,0.571,3.893,605.8,1.51,359,21,1,0.598
CONFIRMED,0,0,0,0,16.3012727,133.79446,0.88,3.974,259.5,1.54,557,19.7,1,0.796
CONFIRMED,0,0,0,0,13.32354078,134.03671,0.225,3.873,116.6,1.32,872,16.3,1,1.218
CONFIRMED,0,0,0,0,2.607545159,131.83453,0.206,1.3916,351.5,2.07,1431,23,1,1.096
CONFIRMED,0,0,0,0,3.24417541,132.94014,0.761,1.992,371.9,1.84,1047,18,1,0.87
FALSE POSITIVE,0,0,1,1,6.85567248,136.01953,0.479,2.268,197.7,1.27,897,17.2,1,0.883
FALSE POSITIVE,0,1,1,1,2.28607282,133.557,0.059,7.82,261.8,1.01,942,35.9,1,0.654
CANDIDATE,0,0,0,0,16.4793229,142.94163,0.263,3.312,479.1,1.53,537,13.8,1,0.716
CONFIRMED,0,0,0,0,3.65690909,134.95269,0.217,2.064,107.4,1.32,1368,12.8,1,1.271
CANDIDATE,0,0,0,0,88.0712769,214.51304,0.347,6.758,885.4,2.4,330,18.1,1,0.819
CONFIRMED,0,0,0,0,8.38395796,134.41408,0.892,5.2,108.5,3.24,1285,14.1,1,2.605
CONFIRMED,0,0,0,0,1.68189051,133.07951,0.415,2.992,83.2,1.27,1790,17.4,1,1.374
FALSE POSITIVE,0,1,1,1,8.59000355,131.97492,0.909,6.68,298.1,1.82,843,18.9,1,0.876
CANDIDATE,0,0,0,0,44.9977604,160.2298,0.928,9.686,170.2,1.59,508,21.4,1,0.983
CONFIRMED,0,0,0,0,7.12815163,136.88006,0.201,5.522,45.9,1.36,1373,22,1,1.994
CANDIDATE,0,0,0,0,2.10081629,132.26789,0.979,2.8182,169.1,1.65,1378,15.3,2,0.918
FALSE POSITIVE,0,0,1,0,0.872952088,131.49734,1.1,1.4499,137.3,25.5,3165,41.6,1,2.082
CONFIRMED,0,0,0,0,7.01074295,138.4027,0.427,2.1787,222.8,3.76,1453,21.3,1,2.476
CONFIRMED,0,0,0,0,17.2922631,135.75448,0.865,7.042,203.1,2.13,809,23.7,1,1.299
CANDIDATE,0,0,0,0,14.02634692,135.17539,0.877,1.2808,403.6,2.66,822,19.3,1,1.131
CONFIRMED,0,0,0,0,45.0909201,133.55146,0.957,4.605,436.3,2.44,487,14.1,1,0.9
CONFIRMED,0,0,0,0,15.0539886,135.53329,0.886,4.422,221.5,1.44,665,16.3,1,0.818
CANDIDATE,0,0,0,0,7.4464635,137.3391,0.531,4.084,78,0.77,879,12.7,2,0.848
CANDIDATE,0,0,0,0,159.388788,226.9313,0.109,8.432,1033,2.73,289,17.3,1,0.874
CONFIRMED,0,0,0,0,1.565412613,132.91281,0.003,0.7572,2754.6,1.73,648,48.6,1,0.328
CONFIRMED,0,0,0,0,5.14892346,133.31971,0.719,0.9613,2355,1.72,436,25.4,3,0.328
FALSE POSITIVE,0,1,1,1,0.730943372,131.49862,0.792,3.004,134.7,1.37,2190,27,1,1.067
FALSE POSITIVE,0,0,1,0,0.515552803,131.651719,1.128,1.7869,1224.1,13.96,1807,79.6,1,0.73
CANDIDATE,0,0,0,0,2.522590567,131.64534,1.261,1.406,210.2,25.82,1205,18.5,1,0.86
CONFIRMED,0,0,0,0,6.73968289,132.29296,0.662,4.183,142,1.48,1011,15.4,1,1.176
CONFIRMED,0,0,0,0,41.74598855,210.399151,0.049,4.6125,421.8,2.4,584,110.5,1,1.171
FALSE POSITIVE,0,1,1,1,75.378004,167.11715,0.989,6.744,447.8,3.82,455,20.5,1,1.077
CONFIRMED,0,0,0,0,213.258526,268.13424,0.037,7.768,1992.3,2.72,202,36.1,1,0.637
CONFIRMED,0,0,0,0,4.871223664,133.64255,0.706,1.5916,6462,1.56,341,50.5,1,0.18
CONFIRMED,0,0,0,0,2.984157711,133.11908,0.45,1.2637,2598,0.92,401,24.3,2,0.18
CONFIRMED,0,0,0,0,2.8867624,131.66592,0.92,0.9879,631.8,1.24,557,37.1,1,0.389
CANDIDATE,0,0,0,0,2.252976718,132.23957,0.157,1.7131,467.9,1.19,795,21.7,1,0.559
FALSE POSITIVE,0,0,1,0,2.75505467,133.42201,0.738,3.426,85.5,1.74,1783,27.8,1,1.748
FALSE POSITIVE,0,1,1,1,1.572181216,131.77456,1.149,7.219,219.5,77.12,3384,48.2,1,4.315
FALSE POSITIVE,0,0,1,0,2.72288246,131.90948,0.08,2.408,152.6,1.06,1162,15.5,1,0.872
CONFIRMED,0,0,0,0,1.574090323,131.86116,0.071,1.5796,224.9,0.93,998,17.7,1,0.65
FALSE POSITIVE,0,0,1,1,0.947738312,132.38567,0.022,1.206,202.2,0.88,1229,13.9,1,0.638
CANDIDATE,0,0,0,0,13.7872627,144.77403,0.921,5.747,75.1,1.55,894,23.9,1,1.458
CANDIDATE,0,0,0,0,5.95958637,135.00822,0.26,2.899,133.1,1.02,897,16.1,1,0.9
CANDIDATE,0,0,0,0,5.83892993,136.90293,0.319,1.1066,237.4,1.19,835,15.3,1,0.769
CONFIRMED,0,0,0,0,2.279523364,133.3576,0.033,1.6202,126.8,0.87,1123,16.7,1,0.797
CONFIRMED,0,0,0,0,12.2854718,131.90073,0.291,2.996,1617.1,2.21,434,23.8,2,0.564
CANDIDATE,0,0,0,0,3.09756897,131.55889,0.408,4.588,83.3,1.75,1782,14.6,1,1.885
CONFIRMED,0,0,0,0,58.0337426,138.7412,0.021,5.584,807.1,3.21,486,34.9,1,1.152
CONFIRMED,0,0,0,0,14.4252635,136.75608,0.013,3.754,221.2,1.68,773,15.2,3,1.152
CONFIRMED,0,0,0,0,26.6757818,149.99527,0.713,2.696,474.8,2.69,630,20,2,1.152
CONFIRMED,0,0,0,1,0.868386354,132.06741,0.135,1.066,488.5,1.52,1389,27.3,1,0.704
CONFIRMED,0,0,0,0,11.8288843,137.6991,0.2658,3.337,191,1.18,730,9.1,1,0.857
FALSE POSITIVE,0,1,0,1,1.480323978,131.7553,0.617,1.833,166.2,1.46,1743,43.4,1,1.081
CANDIDATE,0,0,0,0,205.385912,284.18824,0.008,8.681,1248.7,2.11,200,24.3,1,0.624
FALSE POSITIVE,0,1,1,0,1.11431205,131.75649,0.141,2.112,160.4,1.07,1635,15.5,1,0.849
CANDIDATE,0,0,0,0,3.42064689,132.30629,0.92,1.767,356.8,2.27,1129,13.9,1,0.966
CANDIDATE,0,0,0,0,1.23935745,131.85254,0.932,1.683,150.9,1.5,1583,9.7,2,0.966
CONFIRMED,0,0,0,0,0.675650404,131.68114,0.03,1.8261,200.7,1.36,2085,22.4,1,0.961
CANDIDATE,0,0,0,0,1.407020118,131.60897,0.167,1.3766,181.9,1.12,1350,18.9,1,0.849
CANDIDATE,0,0,0,0,24.4359956,134.8181,0.019,6.254,496.6,2.31,674,17.1,1,1.035
FALSE POSITIVE,0,1,1,1,10.06478627,135.24121,0.729,2.86,285.7,1.49,729,18.6,1,0.82
FALSE POSITIVE,0,1,1,0,1.12976597,132.526,0.338,3.096,133.7,0.83,1429,14.3,1,0.715
CONFIRMED,0,0,0,0,16.23191704,171.67758,0.017,7.461,501.6,3.54,926,194.9,1,1.585
FALSE POSITIVE,0,1,1,0,15.4126766,144.9757,0.958,3.402,599.8,2.82,618,7.5,1,0.856
FALSE POSITIVE,0,0,1,0,1.110599919,131.57274,0.214,1.3493,157.6,1.07,1539,38.7,1,0.867
CONFIRMED,0,0,0,0,21.86965714,140.29513,0.557,5.5177,125.5,1.51,790,43.5,3,1.297
CONFIRMED,0,0,0,0,9.02436414,133.54199,0.014,3.011,214.6,1.62,939,23.5,1,1.111
FALSE POSITIVE,0,1,1,0,0.878855771,131.49524,0.41,1.1014,269.7,1.57,1864,25.3,1,0.937
CANDIDATE,0,0,0,0,17.57704569,137.73116,1.25,2.022,670,27.21,673,19.1,1,0.901
FALSE POSITIVE,0,0,1,0,1.00652785,131.71627,0.467,1.3175,125.9,1.03,1815,17.9,1,0.889
CANDIDATE,0,0,0,0,1.400755743,132.02177,0.413,1.0562,144.4,1.3,1628,19.8,1,1.072
CONFIRMED,0,0,0,0,25.8730914,143.28644,0.196,5.085,694.4,2.88,667,20.1,1,1.093
CONFIRMED,0,0,0,0,7.44136102,137.74695,0.862,4.554,79.7,1.33,1075,14.2,2,1.291
CONFIRMED,0,0,0,0,99.2532336,148.53067,0.947,7.208,538,2.17,300,20.5,1,0.715
FALSE POSITIVE,0,0,1,1,3.84933401,134.43526,0.591,2.299,503.9,2.12,1147,13.6,1,0.906
FALSE POSITIVE,0,1,0,0,119.0833042,163.56212,1.257,2.558,2951,22.19,240,18.9,1,0.623
CANDIDATE,0,0,0,0,27.8813154,134.51369,0.168,6.346,209.2,1.54,681,15.5,1,1.055
CONFIRMED,0,0,0,0,6.4802138,132.8598,0.725,3.27,142,1.26,934,13.7,1,0.983
FALSE POSITIVE,0,1,1,0,21.3910125,141.29764,0.347,3.512,645.8,1.72,483,25.1,1,0.686
CONFIRMED,0,0,0,0,14.3832267,140.57648,0.7,8.378,178.5,1.84,889,39,1,1.291
CONFIRMED,0,0,0,0,47.3186631,170.06035,0.189,10.465,263.4,2.1,598,36.2,2,1.291
CONFIRMED,0,0,0,0,11.12827427,139.54417,0.594,2.6118,6057,4.04,408,65.6,1,0.503
CONFIRMED,0,0,0,0,2.21571296,131.82107,0.796,1.8211,285.1,1.7,1283,22.1,1,0.901
CANDIDATE,0,0,0,0,34.4585495,147.82493,0.626,7.434,431,1.88,559,23.7,1,0.862
CONFIRMED,0,0,0,0,3.35184041,131.64441,0.091,1.9855,345.3,1.88,1294,20,1,1.005
FALSE POSITIVE,0,0,1,0,1.615758517,131.68535,0.234,1.734,41.7,1.31,2158,18,1,2.017
CANDIDATE,0,0,0,0,110.3783828,175.9317,0.014,12.211,489.8,3.02,473,108.9,1,1.359
CONFIRMED,0,0,0,0,3.4462125,132.22894,0.704,2.101,83.5,0.7,1015,15.6,1,0.721
CONFIRMED,0,0,0,0,2.005414293,133.24526,0.874,1.934,59.5,0.65,1216,13.9,2,0.721
CANDIDATE,0,0,0,0,4.28886792,132.37761,0.534,2.599,59.3,0.57,944,11.1,5,0.721
FALSE POSITIVE,0,0,1,0,1.868564038,132.51442,0.456,1.192,176.7,1.4,1565,17.2,1,1.023
CANDIDATE,0,0,0,0,24.5752524,144.18324,0.489,2.258,1003.4,1.64,316,12.1,1,0.512
CONFIRMED,0,0,0,0,15.1408916,143.74584,0.136,4.359,476.8,1.93,714,20.1,1,0.887
CANDIDATE,0,0,0,0,11.39169531,141.55983,0.849,5,51,1.02,886,19,1,1.249
CONFIRMED,0,0,0,0,2.44358543,132.80194,0.258,1.852,59.1,0.67,1249,11.9,1,0.873
FALSE POSITIVE,0,0,1,1,1.7592691,132.07552,0.564,2.381,140.4,1.21,1519,13.5,1,0.984
CONFIRMED,0,0,0,0,2.226496196,133.37195,0.048,1.7073,1839.1,2.1,697,36,2,0.503
CANDIDATE,0,0,0,0,5.72084599,134.66576,0.166,2.744,1316,1.78,509,20.5,3,0.503
CONFIRMED,0,0,0,0,0.962864171,132.12548,0.736,1.6802,303.5,1.52,1666,31.6,1,0.804
CONFIRMED,0,0,0,0,16.23847733,171.019564,0.766,3.9699,646.7,2.76,711,125.8,1,0.993
CONFIRMED,0,0,0,0,44.616751,164.45238,0.618,7.831,239.7,2.31,693,28.4,1,1.424
FALSE POSITIVE,0,0,1,1,1.714410345,131.86549,0.56,3.336,50.4,1.84,2551,22.9,1,2.498
CONFIRMED,0,0,0,0,14.00948631,132.96947,0.268,3.399,169.9,0.98,617,22.6,1,0.767
FALSE POSITIVE,0,0,1,1,1.703359172,132.46185,0.152,1.914,57.6,0.69,1525,13.9,1,0.904
CONFIRMED,0,0,0,0,1.311558909,131.53283,0.218,1.919,141.3,1.15,1655,17.2,1,0.963
CONFIRMED,0,0,0,0,1.291233083,131.99105,0.2,1.855,66,0.89,1887,15.9,1,1.086
CONFIRMED,0,0,0,0,10.57375145,175.067739,0.785,1.7259,298.9,2.07,844,82,1,1.08
CONFIRMED,0,0,0,0,3.7847507,133.50785,0.021,2.924,33.5,0.7,1311,12.2,1,1.206
CANDIDATE,0,0,0,0,2.17291055,131.73552,0.362,2.139,76.4,0.93,1507,13.6,1,1.045
CONFIRMED,0,0,0,0,18.2206024,141.37607,0.125,5.109,201.8,1.78,786,19.7,1,1.262
CANDIDATE,0,0,0,0,7.35101287,133.63951,0.608,2.757,115.9,1.42,1064,12.8,2,1.262
CONFIRMED,0,0,0,0,47.4497134,173.4565,0.016,10.675,206.4,1.61,551,16.9,1,1.126
CONFIRMED,0,0,0,0,0.929906166,132.25126,0.102,1.743,108.7,1.48,2291,79.7,1,1.413
FALSE POSITIVE,0,0,1,1,0.784513087,131.98751,0.029,1.9206,316.6,131.4,10634,47.7,1,78.869
CANDIDATE,0,0,0,0,6.57159435,132.74598,0.751,3.1044,65.7,1.26,1211,30.7,1,1.432
CONFIRMED,0,0,0,0,33.878639,160.21869,0.923,6.194,700.1,3.52,564,27.9,1,1.072
CONFIRMED,0,0,0,0,27.5722144,145.39543,0.562,5.256,296.3,1.94,636,20,1,1.09
CONFIRMED,0,0,0,0,2.12821621,132.48055,0.098,3.146,25.9,0.7,1668,22.1,1,1.377
FALSE POSITIVE,1,0,1,0,0.703399912,131.65929,0.393,0.823,531.4,2.15,2013,32,1,0.91
CANDIDATE,0,0,0,0,0.868122253,131.83212,0.006,1.5471,231.3,1.65,2047,23.2,1,1.084
FALSE POSITIVE,0,0,1,1,1.332560553,132.05303,0.37,3.315,31.7,0.4,1249,26.1,1,0.714
FALSE POSITIVE,1,0,0,0,18.936061,139.0725,0.285,22.27,24.3,0.34,516,14,2,0.714
CONFIRMED,0,0,0,0,10.65275054,136.08994,0.051,2.684,740.7,2.2,737,17.5,1,0.817
CONFIRMED,0,0,0,0,3.30040818,133.56723,0.008,4.462,98.8,1.43,1543,19.3,1,1.438
FALSE POSITIVE,0,0,1,1,5.62950902,136.8607,0.974,6.542,297.5,2.11,979,14.3,1,0.898
CANDIDATE,0,0,0,0,13.84301228,139.95334,0.052,4.077,567.8,1.98,699,17.5,1,0.837
CONFIRMED,0,0,0,0,54.4099612,175.40307,0.157,9.314,193,1.56,513,20.8,1,1.133
FALSE POSITIVE,0,1,1,1,9.12209336,138.83306,1.236,4.347,906.8,28.17,863,22.2,1,0.96
CONFIRMED,1,0,0,0,13.84984567,141.64914,0.012,7.2783,84.6,1.45,977,35.2,2,1.585
CONFIRMED,0,0,0,0,6.12479773,134.93803,0.79,3.466,129.3,1.51,1140,20.1,1,1.202
CONFIRMED,0,0,0,0,11.24284815,136.32084,0.52,4.241,136,1.44,931,17.4,3,1.202
CONFIRMED,0,0,0,0,4.02877097,133.76774,0.193,3.173,100.4,1.21,1311,18.6,2,1.202
CONFIRMED,0,0,0,0,8.92114318,137.49071,0.12,3.933,110.8,1.27,1006,15.3,4,1.202
CONFIRMED,0,0,0,0,0.916142298,132.02221,0.232,1.1555,98.5,0.6,1212,23,1,0.614
FALSE POSITIVE,0,0,1,1,0.597933473,131.95386,0.562,1.918,106,1.24,2564,26,1,1.159
FALSE POSITIVE,0,1,1,1,2.69636494,132.99372,0.628,3.892,109,1.24,1406,22.2,1,1.139
CANDIDATE,0,0,0,0,6.99205021,138.05147,0.944,5.037,33.4,1.06,1194,24.4,1,1.467
CANDIDATE,0,0,0,0,12.0999065,143.04424,0.14,3.558,165.5,1.39,807,15.1,1,1.098
CANDIDATE,0,0,0,0,5.36375016,134.65014,0.008,2.94,114.3,1.15,1059,14.4,2,1.098
FALSE POSITIVE,0,0,1,0,3.17319407,133.38365,0.211,2.512,135.8,0.91,1077,16.2,1,0.784
FALSE POSITIVE,0,0,1,1,5.24368302,132.7109,0.006,10.873,225.4,0.91,654,36.9,1,0.629
FALSE POSITIVE,0,0,1,0,5.1952021,133.34401,0.604,2.1552,320.8,1.37,836,17.7,1,0.738
CANDIDATE,0,0,0,0,31.6084371,134.68285,0.022,3.675,331.6,1.89,634,16.2,1,1.033
CANDIDATE,0,0,0,0,16.1558656,140.23012,0.973,3.798,731.3,2.04,455,17.5,1,0.53
FALSE POSITIVE,0,1,1,0,1.465943491,132.32801,0.211,1.513,52.3,1.6,2472,15.8,1,2.19
CONFIRMED,0,0,0,0,28.45489091,176.706265,0.5,8.1593,1418.6,6.08,769,244.7,1,1.573
CANDIDATE,0,0,0,0,1.952711161,133.160986,0.962,0.872,403,2.58,1403,30.7,1,0.946
FALSE POSITIVE,0,0,1,1,0.620739667,132.10051,1.158,2.477,108.2,29.28,2947,30.8,1,1.602
FALSE POSITIVE,0,1,0,0,0.587470828,131.49788,1.161,2.4382,193.8,51.02,3434,48.3,1,2.667
FALSE POSITIVE,0,1,1,1,0.934924739,132.17846,0.309,2.052,73.8,2.29,3156,20.3,1,2.628
FALSE POSITIVE,0,1,1,1,25.7054557,156.66709,0.722,6.059,266.3,1.75,670,27.6,1,1.001
CANDIDATE,0,0,0,0,2.37752442,133.39854,0.256,2.307,32.1,0.53,1278,15.9,1,0.936
FALSE POSITIVE,0,0,1,0,2.62838097,131.62343,0.087,3.193,89.9,1.01,1375,15.3,1,1.07
CONFIRMED,0,0,0,0,1.877878538,132.26131,0.248,2.39,47.5,0.78,1701,20.6,1,1.115
CONFIRMED,0,0,0,0,35.3331932,153.98249,0.656,5.966,99.7,1.55,670,28.8,3,1.474
CONFIRMED,0,0,0,0,15.0896415,175.95371,0.02,4.3349,77.8,1.42,968,29.5,1,1.613
CONFIRMED,0,0,0,0,5.30873978,134.25061,0.173,3.018,127.5,1.08,1042,16.7,1,0.955
CANDIDATE,0,0,0,0,3.89524296,131.85929,0.224,1.689,189,1.13,956,16.2,1,0.838
FALSE POSITIVE,1,0,1,0,75.8580035,165.5543,0.935,5.382,1148.4,2.72,281,16.1,3,0.614
FALSE POSITIVE,0,0,1,0,7.72768833,136.19387,0.203,2.06,404.8,1.89,899,14.6,1,0.94
CANDIDATE,0,0,0,0,37.3033197,133.3072,0.908,7.793,551.7,2.31,493,19.5,1,0.817
CONFIRMED,0,0,0,0,14.8877665,141.95432,0.795,4.981,252.5,1.96,831,28.4,1,1.116
CONFIRMED,0,0,0,0,4.52158614,133.21804,0.203,3.4702,106.2,1.31,1214,26.2,1,1.289
FALSE POSITIVE,0,0,1,0,2.007750531,132.57843,0.42,2.0715,352,1.64,1319,21.8,1,0.865
CONFIRMED,0,0,0,0,7.03146295,134.4525,0.014,5.922,85.4,1.38,1194,33.8,1,1.499
CONFIRMED,0,0,0,0,54.2811949,140.71639,0.85,5.517,147.8,2.07,604,20,3,1.499
FALSE POSITIVE,0,0,1,0,0.596087893,131.82296,0.283,0.7159,105.1,1.92,2967,30.3,1,1.827
CONFIRMED,0,0,0,0,12.58229808,175.02129,0.044,6.375,118.7,1.53,917,62.1,1,1.423
FALSE POSITIVE,0,1,1,0,7.12684695,137.42807,0.71,3.179,206.3,1.38,941,20.7,1,0.896
FALSE POSITIVE,0,1,1,1,0.661749944,131.86076,1.169,4.112,215.6,23.92,2420,34.5,1,1.198
CANDIDATE,0,0,0,0,1.35477049,131.64321,0.24,1.618,145.3,0.8,1102,14.8,1,0.689
FALSE POSITIVE,0,1,0,0,0.493393859,131.57378,0.961,1.1319,264.7,1.4,1505,20.3,1,0.614
CONFIRMED,0,0,0,0,11.95401876,140.26226,0.744,2.656,855.9,2.1,525,19.3,1,0.659
FALSE POSITIVE,0,0,1,1,2.48883033,132.11766,0.696,4.268,51.4,0.64,1230,15.1,1,0.833
CONFIRMED,0,0,0,0,0.88184263,131.68869,0.454,1.3117,249.9,1.24,1564,21.2,1,0.776
CONFIRMED,0,0,0,0,5.448321078,132.49088,0.614,2.2213,529.4,2.17,978,55.1,1,0.905
CANDIDATE,0,0,0,0,1.116127169,131.84982,0.648,1.3235,109.2,1,1659,19.2,2,0.905
FALSE POSITIVE,0,0,1,0,195.613824,167.73974,0.891,23.777,1651.9,10.65,467,102.7,1,2.229
CANDIDATE,0,0,0,0,237.787237,196.97103,0.947,10.509,1627.7,9.91,354,92.3,1,1.853
CONFIRMED,0,0,0,0,3.833087643,131.63482,0.932,1.51,461.4,2.25,1012,40.2,1,0.831
CANDIDATE,0,0,0,0,5.62006198,132.95381,0.969,2.751,190.1,1.45,772,17.4,1,0.746
CANDIDATE,0,0,0,0,3.8259005,132.20163,0.951,1.8057,857.2,3.45,1005,20.3,1,0.885
CANDIDATE,0,0,0,0,0.558841234,131.57991,0.307,0.7918,280.9,1.33,1787,26.3,1,0.792
CONFIRMED,0,0,0,0,76.6139446,153.79301,0.851,10.22,498.7,2.61,466,28.6,1,1.03
CANDIDATE,0,0,0,0,0.698461304,131.85138,0.459,0.7887,134.4,14.81,5173,16.1,1,12.558
CONFIRMED,0,0,0,0,1.289590179,131.89057,0.401,1.3541,286,1.38,1448,18.9,1,0.808
CONFIRMED,0,0,0,0,0.634003002,131.89476,0.367,0.9207,316.9,1.35,1714,21,1,0.75
CONFIRMED,0,0,0,0,22.8030252,153.37541,0.291,4.768,62.9,1.29,843,20.4,2,1.613
FALSE POSITIVE,0,0,1,1,5.24364571,132.7242,1.201,16.984,270.4,25.01,1149,45.6,1,1.056
CANDIDATE,0,0,0,0,110.7556272,144.80528,0.917,6.819,8067,29.64,651,48.5,1,2.668
FALSE POSITIVE,0,1,0,0,14.4079035,142.02803,1.226,2.524,3058,23.4,624,7.7,1,0.728
CONFIRMED,0,0,0,0,22.2508509,149.43326,0.771,1.745,618.7,2.07,539,11.4,2,0.757
FALSE POSITIVE,0,1,1,0,0.690405794,131.7301,0.281,1.7407,178.4,1.04,1731,43,1,0.786
CONFIRMED,0,0,0,0,10.10773789,135.1032,0.151,3.828,294.9,1.98,879,25.3,1,1.174
FALSE POSITIVE,0,1,1,0,1.844857057,132.16167,0.594,1.6557,85.6,0.97,1601,21.5,1,1.004
FALSE POSITIVE,0,0,1,0,18.0116764,139.19459,0.683,6.006,417.2,2.02,695,23.3,1,0.932
CONFIRMED,0,0,0,0,33.67280658,162.03676,0.309,8.2267,170.9,1.86,661,61.2,2,1.423
CONFIRMED,0,0,0,0,3.00912491,131.62696,0.009,2.228,191.4,1.22,1177,16.5,1,0.893
CANDIDATE,0,0,0,0,79.2450351,161.5717,0.001,5.382,1347.3,3.33,404,14.4,1,0.917
CANDIDATE,0,0,0,0,4.44589508,131.74309,0.704,2.3816,441.4,1.94,1063,20.9,1,0.865
FALSE POSITIVE,0,1,1,1,2.023126394,132.07328,0.391,1.2771,72.2,0.92,1607,19.2,1,1.059
FALSE POSITIVE,0,1,1,1,10.63609504,139.7996,0.029,3.48,290.6,1.36,728,20.9,1,0.81
FALSE POSITIVE,0,0,1,1,1.069842837,132.4449,0.001,5.275,540.3,1.77,1433,65.2,1,0.786
FALSE POSITIVE,0,0,1,0,1.077467951,131.58234,1.181,2.1125,75.7,31.06,2339,47.4,1,1.508
CANDIDATE,0,0,0,0,126.4451275,166.49998,0.046,16.7151,3252.5,4.49,321,110.9,1,0.795
FALSE POSITIVE,0,0,0,1,2.8736467,132.58652,0.985,1.682,215.7,6.47,2866,21.2,1,3.169
FALSE POSITIVE,0,1,1,0,2.846517614,133.24348,0.931,4.228,2154.4,1.88,528,58,1,0.32
CANDIDATE,0,0,0,0,211.032819,279.12891,0.808,7.119,1953.4,3.43,215,69.3,1,0.686
CANDIDATE,0,0,0,0,1.716828304,132.03204,0.7,2.068,59.5,0.74,1455,14.2,1,0.902
FALSE POSITIVE,0,0,0,1,0.755103143,131.81388,0.662,2.885,43.8,1.49,2927,27.3,1,2.128
FALSE POSITIVE,0,0,0,1,20.71927223,184.73851,0.744,4.0388,224.6,2.51,818,36,2,1.545
CONFIRMED,0,0,0,0,109.6469948,190.67271,0.797,6.568,899.7,4.85,428,26.7,1,1.453
CONFIRMED,0,0,0,0,15.64588656,146.04926,0.033,3.959,572.1,2.18,710,26.9,1,0.916
FALSE POSITIVE,0,0,0,1,0.93375241,131.5113,0.989,6.352,518,3.18,1594,55.5,1,0.815
FALSE POSITIVE,0,1,1,1,1.70336496,132.45889,0.508,1.7045,316.7,1.67,1484,19.8,2,0.915
FALSE POSITIVE,1,0,1,0,0.764174368,131.68497,0.626,2.346,100.2,1.18,2241,34.5,1,1.125
FALSE POSITIVE,0,1,1,0,1.85373924,132.66885,0.551,1.816,348.6,0.23,345,18,1,0.116
FALSE POSITIVE,0,0,1,0,0.584310213,132.013258,1.209,2.1801,809.4,23.09,2053,91.9,1,0.88
CONFIRMED,0,0,0,0,25.384175,137.77326,0.245,3.576,594,2.44,649,15.8,1,0.994
CONFIRMED,0,0,0,0,15.79196594,176.81888,0.032,7.2772,203.1,2.4,910,77.3,1,1.704
CANDIDATE,0,0,0,0,46.151253,147.81245,0.688,5.346,649,2.08,423,17.1,1,0.769
CONFIRMED,0,0,0,0,12.81590421,122.94682,0.58,6.3856,220.5,2.26,939,106.7,1,1.474
CONFIRMED,0,0,0,0,5.424749327,133.728952,0.016,1.139,7680,5.15,625,78,1,0.591
